===============================
modelType: DAE
   domain: real
   inFile: real\TF_Dorf_E7_7_PID_Mult_RK4.xml
===============================
Number of Parameters:16
---------------------------
1. u = 1
2. Kp = 370
3. Ki = 100
4. Kd = 60
5. b = 10
6. omega_n = 4
7. sigma = 0.707
8. a1_c = 15.656
9. a2_c = 56.56
10. Delta_t = 0.01
11. t = 0
12. y'x1@_ = 0
13. y'x2@_ = 0
14. y'x3@_ = 0
15. yc'x1@_ = 0
16. err'x1@_ = 0
---------------------------

SOLUTION DATA
---------------------------
t[s]     err  y  u
---------------------------
0 0 0 1
0.01 0.998980094921468 0.0010199050785318 1
0.02 0.993115567132166 0.00688443286783363 1
0.03 0.981943688251475 0.0180563117485248 1
0.04 0.966018115030887 0.0339818849691127 1
0.05 0.945868957775829 0.0541310422241714 1
0.06 0.922001923290957 0.0779980767090425 1
0.07 0.894897672089118 0.105102327910882 1
0.08 0.865011374309557 0.134988625690443 1
0.09 0.832772449055125 0.167227550944875 1
0.1 0.798584472186107 0.201415527813893 1
0.11 0.76282523799235 0.23717476200765 1
0.12 0.725846960598286 0.274153039401714 1
0.13 0.687976601430254 0.312023398569746 1
0.14 0.649516309585808 0.350483690414192 1
0.15 0.610743962484232 0.389256037515768 1
0.16 0.57191379474059 0.42808620525941 1
0.17 0.533257103786929 0.466742896213071 1
0.18 0.494983021358727 0.505016978641273 1
0.19 0.457279340567827 0.542720659432173 1
0.2 0.420313388890553 0.579686611109447 1
0.21 0.384232938007739 0.615767061992261 1
0.22 0.349167142038328 0.650832857961672 1
0.23 0.315227496307024 0.684772503692976 1
0.24 0.282508809376095 0.717491190623905 1
0.25 0.251090181649556 0.748909818350444 1
0.26 0.221035984422057 0.778964015577943 1
0.27 0.192396833793174 0.807603166206826 1
0.28 0.165210554398495 0.834789445601505 1
0.29 0.13950312842066 0.86049687157934 1
0.3 0.115289625835014 0.884710374164986 1
0.31 0.0925751123148323 0.907424887685168 1
0.32 0.0713555316694247 0.928644468330575 1
0.33 0.051618560114181 0.948381439885819 1
0.34 0.0333444300744489 0.966655569925551 1
0.35 0.01650672160477 0.98349327839523 1
0.36 0.00107311986137793 0.998926880138622 1
0.37 -0.0129938626009558 1.01299386260096 1
0.38 -0.0257361996264636 1.02573619962646 1
0.39 -0.0371997019815704 1.03719970198157 1
0.4 -0.0474334049698053 1.04743340496981 1
0.41 -0.0564889932611226 1.05648899326112 1
0.42 -0.0644202628361514 1.06442026283615 1
